?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/GO_0006520>	<http://www.w3.org/2000/01/rdf-schema#label>	"amino acid metabolic process"	
<http://purl.obolibrary.org/obo/NCBITaxon_131567>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular organisms"	
<http://purl.obolibrary.org/obo/NCBITaxon_131567>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular organism"	
<http://purl.obolibrary.org/obo/GO_0006518>	<http://www.w3.org/2000/01/rdf-schema#label>	"peptide metabolic process"	
<http://purl.obolibrary.org/obo/GO_0055086>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase-containing small molecule metabolic process"	
<http://purl.obolibrary.org/obo/CL_0000225>	<http://www.w3.org/2000/01/rdf-schema#label>	"anucleate cell"	
<http://purl.obolibrary.org/obo/GO_0007028>	<http://www.w3.org/2000/01/rdf-schema#label>	"cytoplasm organization"	
<http://purl.obolibrary.org/obo/PATO_0001908>	<http://www.w3.org/2000/01/rdf-schema#label>	"multinucleate"	
<http://purl.obolibrary.org/obo/GO_0009059>	<http://www.w3.org/2000/01/rdf-schema#label>	"macromolecule biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0009314>	<http://www.w3.org/2000/01/rdf-schema#label>	"response to radiation"	
<http://purl.obolibrary.org/obo/GO_0043436>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxoacid metabolic process"	
<http://purl.obolibrary.org/obo/PATO_0001744>	<http://www.w3.org/2000/01/rdf-schema#label>	"irradiated"	
<http://purl.obolibrary.org/obo/GO_0044238>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary metabolic process"	
<http://purl.obolibrary.org/obo/GO_1901605>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-amino acid metabolic process"	
<http://purl.obolibrary.org/obo/GO_0005575>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular_component"	
<http://purl.obolibrary.org/obo/GO_0140513>	<http://www.w3.org/2000/01/rdf-schema#label>	"nuclear protein-containing complex"	
<http://purl.obolibrary.org/obo/GO_0071709>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane assembly"	
<http://purl.obolibrary.org/obo/UBERON_0000071>	<http://www.w3.org/2000/01/rdf-schema#label>	"death stage"	
<http://purl.obolibrary.org/obo/GO_0016020>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane"	
<http://purl.obolibrary.org/obo/GO_0016020>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane"@en	
<http://purl.obolibrary.org/obo/GO_0050896>	<http://www.w3.org/2000/01/rdf-schema#label>	"response to stimulus"	
<http://purl.obolibrary.org/obo/BFO_0000027>	<http://www.w3.org/2000/01/rdf-schema#label>	"object aggregate"@en	
<http://purl.obolibrary.org/obo/PATO_0040026>	<http://www.w3.org/2000/01/rdf-schema#label>	"structurally discontinuous"	
<http://purl.obolibrary.org/obo/GO_0032984>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-containing complex disassembly"	
<http://purl.obolibrary.org/obo/GO_0012505>	<http://www.w3.org/2000/01/rdf-schema#label>	"endomembrane system"	
<http://purl.obolibrary.org/obo/NCBITaxon_2759>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eukaryota"	
<http://purl.obolibrary.org/obo/GO_0071840>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular component organization or biogenesis"	
<http://purl.obolibrary.org/obo/GO_0006082>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic acid metabolic process"	
<http://purl.obolibrary.org/obo/GO_0009112>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase metabolic process"	
<http://purl.obolibrary.org/obo/PATO_0000051>	<http://www.w3.org/2000/01/rdf-schema#label>	"morphology"	
<http://purl.obolibrary.org/obo/CL_0000000>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell"	
<http://purl.obolibrary.org/obo/CL_0000000>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell"@en	
<http://purl.obolibrary.org/obo/GO_0016043>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular component organization"	
<http://purl.obolibrary.org/obo/PATO_0001406>	<http://www.w3.org/2000/01/rdf-schema#label>	"binucleate"	
<http://purl.obolibrary.org/obo/BFO_0000015>	<http://www.w3.org/2000/01/rdf-schema#label>	"process"	
<http://purl.obolibrary.org/obo/BFO_0000015>	<http://www.w3.org/2000/01/rdf-schema#label>	"process"@en	
<http://purl.obolibrary.org/obo/PR_000018263>	<http://www.w3.org/2000/01/rdf-schema#label>	"amino acid chain"	
<http://purl.obolibrary.org/obo/GO_0005622>	<http://www.w3.org/2000/01/rdf-schema#label>	"intracellular anatomical structure"	
<http://purl.obolibrary.org/obo/GO_0006996>	<http://www.w3.org/2000/01/rdf-schema#label>	"organelle organization"	
<http://purl.obolibrary.org/obo/CL_0017504>	<http://www.w3.org/2000/01/rdf-schema#label>	"polychromatophilic cytoplasm"	
<http://purl.obolibrary.org/obo/GO_0031965>	<http://www.w3.org/2000/01/rdf-schema#label>	"nuclear membrane"	
<http://purl.obolibrary.org/obo/CL_0000228>	<http://www.w3.org/2000/01/rdf-schema#label>	"multinucleate cell"	
<http://purl.obolibrary.org/obo/GO_0031090>	<http://www.w3.org/2000/01/rdf-schema#label>	"organelle membrane"	
<http://purl.obolibrary.org/obo/CL_0002242>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleate cell"	
<http://purl.obolibrary.org/obo/GO_0043603>	<http://www.w3.org/2000/01/rdf-schema#label>	"amide metabolic process"	
<http://purl.obolibrary.org/obo/GO_0007033>	<http://www.w3.org/2000/01/rdf-schema#label>	"vacuole organization"	
<http://purl.obolibrary.org/obo/GO_0043231>	<http://www.w3.org/2000/01/rdf-schema#label>	"intracellular membrane-bounded organelle"	
<http://purl.obolibrary.org/obo/UBERON_0000104>	<http://www.w3.org/2000/01/rdf-schema#label>	"life cycle"	
<http://purl.obolibrary.org/obo/GO_0009987>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular process"	
<http://purl.obolibrary.org/obo/UBERON_0000000>	<http://www.w3.org/2000/01/rdf-schema#label>	"processual entity"	
<http://purl.obolibrary.org/obo/CL_0017503>	<http://www.w3.org/2000/01/rdf-schema#label>	"basophilic cytoplasm"	
<http://purl.obolibrary.org/obo/GO_0005773>	<http://www.w3.org/2000/01/rdf-schema#label>	"vacuole"	
<http://purl.obolibrary.org/obo/GO_0034654>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase-containing compound biosynthetic process"	
<http://purl.obolibrary.org/obo/BFO_0000023>	<http://www.w3.org/2000/01/rdf-schema#label>	"role"	
<http://purl.obolibrary.org/obo/BFO_0000023>	<http://www.w3.org/2000/01/rdf-schema#label>	"role"@en	
<http://purl.obolibrary.org/obo/GO_0006139>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase-containing compound metabolic process"	
<http://purl.obolibrary.org/obo/PATO_0000125>	<http://www.w3.org/2000/01/rdf-schema#label>	"mass"	
<http://purl.obolibrary.org/obo/GO_0043043>	<http://www.w3.org/2000/01/rdf-schema#label>	"peptide biosynthetic process"	
<http://purl.obolibrary.org/obo/CHEBI_33697>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleic acid"	
<http://purl.obolibrary.org/obo/GO_0090304>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleic acid metabolic process"	
<http://purl.obolibrary.org/obo/NCBITaxon_1>	<http://www.w3.org/2000/01/rdf-schema#label>	"root"	
<http://purl.obolibrary.org/obo/PATO_0001739>	<http://www.w3.org/2000/01/rdf-schema#label>	"radiation quality"	
<http://purl.obolibrary.org/obo/GO_0043170>	<http://www.w3.org/2000/01/rdf-schema#label>	"macromolecule metabolic process"	
<http://purl.obolibrary.org/obo/GO_0098796>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane protein complex"	
<http://purl.obolibrary.org/obo/GO_0061024>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane organization"	
<http://purl.obolibrary.org/obo/BFO_0000002>	<http://www.w3.org/2000/01/rdf-schema#label>	"continuant"@en	
<http://purl.obolibrary.org/obo/BFO_0000002>	<http://www.w3.org/2000/01/rdf-schema#label>	"continuant"	
<http://purl.obolibrary.org/obo/GO_0097164>	<http://www.w3.org/2000/01/rdf-schema#label>	"ammonium ion metabolic process"	
<http://purl.obolibrary.org/obo/GO_0070925>	<http://www.w3.org/2000/01/rdf-schema#label>	"organelle assembly"	
<http://purl.obolibrary.org/obo/PATO_0000001>	<http://www.w3.org/2000/01/rdf-schema#label>	"quality"	
<http://purl.obolibrary.org/obo/GO_0101025>	<http://www.w3.org/2000/01/rdf-schema#label>	"nuclear membrane biogenesis"	
<http://purl.obolibrary.org/obo/GO_0010256>	<http://www.w3.org/2000/01/rdf-schema#label>	"endomembrane system organization"	
<http://purl.obolibrary.org/obo/GO_0009058>	<http://www.w3.org/2000/01/rdf-schema#label>	"biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0006414>	<http://www.w3.org/2000/01/rdf-schema#label>	"translational elongation"	
<http://purl.obolibrary.org/obo/PATO_0001863>	<http://www.w3.org/2000/01/rdf-schema#label>	"chronic"	
<http://purl.obolibrary.org/obo/GO_0141187>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleic acid biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0006998>	<http://www.w3.org/2000/01/rdf-schema#label>	"nuclear envelope organization"	
<http://purl.obolibrary.org/obo/GO_1903008>	<http://www.w3.org/2000/01/rdf-schema#label>	"organelle disassembly"	
<http://purl.obolibrary.org/obo/GO_0010467>	<http://www.w3.org/2000/01/rdf-schema#label>	"gene expression"	
<http://purl.obolibrary.org/obo/GO_0008652>	<http://www.w3.org/2000/01/rdf-schema#label>	"amino acid biosynthetic process"	
<http://purl.obolibrary.org/obo/PATO_0001241>	<http://www.w3.org/2000/01/rdf-schema#label>	"physical object quality"	
<http://purl.obolibrary.org/obo/BFO_0000020>	<http://www.w3.org/2000/01/rdf-schema#label>	"material property"	
<http://purl.obolibrary.org/obo/BFO_0000020>	<http://www.w3.org/2000/01/rdf-schema#label>	"specifically dependent continuant"@en	
<http://purl.obolibrary.org/obo/BFO_0000020>	<http://www.w3.org/2000/01/rdf-schema#label>	"specifically dependent continuant"	
<http://purl.obolibrary.org/obo/PR_000064867>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-containing molecular entity"	
<http://purl.obolibrary.org/obo/GO_0044091>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane biogenesis"	
<http://purl.obolibrary.org/obo/UBERON_0001062>	<http://www.w3.org/2000/01/rdf-schema#label>	"anatomical entity"	
<http://purl.obolibrary.org/obo/GO_0051716>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular response to stimulus"	
<http://purl.obolibrary.org/obo/GO_0099738>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell cortex region"	
<http://purl.obolibrary.org/obo/GO_1905690>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleus disassembly"	
<http://purl.obolibrary.org/obo/PATO_0002418>	<http://www.w3.org/2000/01/rdf-schema#label>	"acidophilic"	
<http://purl.obolibrary.org/obo/GO_0044283>	<http://www.w3.org/2000/01/rdf-schema#label>	"small molecule biosynthetic process"	
<http://purl.obolibrary.org/obo/SO_0000704>	<http://www.w3.org/2000/01/rdf-schema#label>	"gene"	
<http://purl.obolibrary.org/obo/PATO_0001018>	<http://www.w3.org/2000/01/rdf-schema#label>	"physical quality"	
<http://purl.obolibrary.org/obo/GO_0032991>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-containing complex"	
<http://purl.obolibrary.org/obo/GO_1990904>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleoprotein complex"	
<http://purl.obolibrary.org/obo/BFO_0000004>	<http://www.w3.org/2000/01/rdf-schema#label>	"independent continuant"@en	
<http://purl.obolibrary.org/obo/BFO_0000004>	<http://www.w3.org/2000/01/rdf-schema#label>	"independent continuant"	
<http://purl.obolibrary.org/obo/PATO_0001405>	<http://www.w3.org/2000/01/rdf-schema#label>	"anucleate"	
<http://purl.obolibrary.org/obo/GO_0009628>	<http://www.w3.org/2000/01/rdf-schema#label>	"response to abiotic stimulus"	
<http://purl.obolibrary.org/obo/GO_0016053>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic acid biosynthetic process"	
<http://purl.obolibrary.org/obo/UBERON_0000465>	<http://www.w3.org/2000/01/rdf-schema#label>	"material anatomical entity"	
<http://purl.obolibrary.org/obo/GO_0005635>	<http://www.w3.org/2000/01/rdf-schema#label>	"nuclear envelope"	
<http://purl.obolibrary.org/obo/PATO_0070045>	<http://www.w3.org/2000/01/rdf-schema#label>	"anatomical histological quality"	
<http://purl.obolibrary.org/obo/GO_0001677>	<http://www.w3.org/2000/01/rdf-schema#label>	"formation of translation initiation ternary complex"	
<http://purl.obolibrary.org/obo/PATO_0001404>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleate quality"	
<http://purl.obolibrary.org/obo/CL_0000227>	<http://www.w3.org/2000/01/rdf-schema#label>	"binucleate cell"	
<http://purl.obolibrary.org/obo/GO_0022613>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleoprotein complex biogenesis"	
<http://purl.obolibrary.org/obo/GO_0043229>	<http://www.w3.org/2000/01/rdf-schema#label>	"intracellular organelle"	
<http://purl.obolibrary.org/obo/PATO_0002505>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleated"	
<http://purl.obolibrary.org/obo/PATO_0002062>	<http://www.w3.org/2000/01/rdf-schema#label>	"physical quality of a process"	
<http://purl.obolibrary.org/obo/GO_0098590>	<http://www.w3.org/2000/01/rdf-schema#label>	"plasma membrane region"	
<http://purl.obolibrary.org/obo/CL_0017502>	<http://www.w3.org/2000/01/rdf-schema#label>	"acidophilic cytoplasm"	
<http://purl.obolibrary.org/obo/GO_0005938>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell cortex"	
<http://purl.obolibrary.org/obo/BFO_0000017>	<http://www.w3.org/2000/01/rdf-schema#label>	"realizable entity"@en	
<http://purl.obolibrary.org/obo/BFO_0000017>	<http://www.w3.org/2000/01/rdf-schema#label>	"realizable entity"	
<http://purl.obolibrary.org/obo/GO_1901607>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-amino acid biosynthetic process"	
<http://purl.obolibrary.org/obo/CL_0000226>	<http://www.w3.org/2000/01/rdf-schema#label>	"single nucleate cell"	
<http://purl.obolibrary.org/obo/GO_0110165>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular anatomical structure"	
<http://purl.obolibrary.org/obo/GO_0110165>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular anatomical entity"	
<http://purl.obolibrary.org/obo/PATO_0001396>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular quality"	
<http://purl.obolibrary.org/obo/GO_0032774>	<http://www.w3.org/2000/01/rdf-schema#label>	"RNA biosynthetic process"	
<http://purl.obolibrary.org/obo/PATO_0000025>	<http://www.w3.org/2000/01/rdf-schema#label>	"composition"	
<http://purl.obolibrary.org/obo/GO_0043227>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane-bounded organelle"	
<http://purl.obolibrary.org/obo/GO_0099568>	<http://www.w3.org/2000/01/rdf-schema#label>	"cytoplasmic region"	
<http://purl.obolibrary.org/obo/GO_0005737>	<http://www.w3.org/2000/01/rdf-schema#label>	"cytoplasm"	
<http://purl.obolibrary.org/obo/GO_0032988>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-RNA complex disassembly"	
<http://purl.obolibrary.org/obo/GO_0032988>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleoprotein complex disassembly"	
<http://purl.obolibrary.org/obo/BFO_0000006>	<http://www.w3.org/2000/01/rdf-schema#label>	"spatial region"@en	
<http://purl.obolibrary.org/obo/GO_0046394>	<http://www.w3.org/2000/01/rdf-schema#label>	"carboxylic acid biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0005886>	<http://www.w3.org/2000/01/rdf-schema#label>	"plasma membrane"	
<http://purl.obolibrary.org/obo/PATO_0001407>	<http://www.w3.org/2000/01/rdf-schema#label>	"mononucleate"	
<http://purl.obolibrary.org/obo/GO_0046112>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0007009>	<http://www.w3.org/2000/01/rdf-schema#label>	"plasma membrane organization"	
<http://purl.obolibrary.org/obo/GO_0043226>	<http://www.w3.org/2000/01/rdf-schema#label>	"organelle"	
<http://purl.obolibrary.org/obo/GO_0006413>	<http://www.w3.org/2000/01/rdf-schema#label>	"translational initiation"	
<http://purl.obolibrary.org/obo/GO_0019538>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0008150>	<http://www.w3.org/2000/01/rdf-schema#label>	"biological_process"	
<http://purl.obolibrary.org/obo/GO_0008150>	<http://www.w3.org/2000/01/rdf-schema#label>	"biological process"@en	
<http://purl.obolibrary.org/obo/PATO_0070047>	<http://www.w3.org/2000/01/rdf-schema#label>	"polychromatophilic"	
<http://purl.obolibrary.org/obo/GO_0071826>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-RNA complex organization"	
<http://purl.obolibrary.org/obo/GO_0071826>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleoprotein complex subunit organization"	
<http://purl.obolibrary.org/obo/GO_0006412>	<http://www.w3.org/2000/01/rdf-schema#label>	"translation"	
<http://purl.obolibrary.org/obo/PATO_0000141>	<http://www.w3.org/2000/01/rdf-schema#label>	"structure"	
<http://purl.obolibrary.org/obo/CHEBI_33792>	<http://www.w3.org/2000/01/rdf-schema#label>	"canonical ribonucleoside residue"	
<http://purl.obolibrary.org/obo/PATO_0000389>	<http://www.w3.org/2000/01/rdf-schema#label>	"acute"	
<http://purl.obolibrary.org/obo/BFO_0000019>	<http://www.w3.org/2000/01/rdf-schema#label>	"quality"@en	
<http://purl.obolibrary.org/obo/BFO_0000019>	<http://www.w3.org/2000/01/rdf-schema#label>	"quality"	
<http://purl.obolibrary.org/obo/GO_0031967>	<http://www.w3.org/2000/01/rdf-schema#label>	"organelle envelope"	
<http://purl.obolibrary.org/obo/GO_0016070>	<http://www.w3.org/2000/01/rdf-schema#label>	"RNA metabolic process"	
<http://purl.obolibrary.org/obo/PR_000000001>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein"	
<http://purl.obolibrary.org/obo/PATO_0001309>	<http://www.w3.org/2000/01/rdf-schema#label>	"duration"	
<http://purl.obolibrary.org/obo/PATO_0002094>	<http://www.w3.org/2000/01/rdf-schema#label>	"basophilic"	
<http://purl.obolibrary.org/obo/OBI_0100026>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete organism"	
<http://purl.obolibrary.org/obo/OBI_0100026>	<http://www.w3.org/2000/01/rdf-schema#label>	"organism"@en	
<http://purl.obolibrary.org/obo/OBI_0100026>	<http://www.w3.org/2000/01/rdf-schema#label>	"organism"	
<http://purl.obolibrary.org/obo/OBI_0100026>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete organism"@en	
<http://purl.obolibrary.org/obo/GO_0065003>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-containing complex assembly"	
<http://purl.obolibrary.org/obo/PATO_0001236>	<http://www.w3.org/2000/01/rdf-schema#label>	"process quality"	
<http://purl.obolibrary.org/obo/GO_0044207>	<http://www.w3.org/2000/01/rdf-schema#label>	"translation initiation ternary complex"	
<http://purl.obolibrary.org/obo/GO_0006997>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleus organization"	
<http://purl.obolibrary.org/obo/GO_0022618>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-RNA complex assembly"	
<http://purl.obolibrary.org/obo/GO_0022618>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleoprotein complex assembly"	
<http://purl.obolibrary.org/obo/GO_0022411>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular component disassembly"	
<http://purl.obolibrary.org/obo/GO_0098797>	<http://www.w3.org/2000/01/rdf-schema#label>	"plasma membrane protein complex"	
<http://purl.obolibrary.org/obo/BFO_0000003>	<http://www.w3.org/2000/01/rdf-schema#label>	"occurrent"@en	
<http://purl.obolibrary.org/obo/BFO_0000003>	<http://www.w3.org/2000/01/rdf-schema#label>	"occurrent"	
<http://purl.obolibrary.org/obo/GO_0044281>	<http://www.w3.org/2000/01/rdf-schema#label>	"small molecule metabolic process"	
<http://purl.obolibrary.org/obo/GO_0019752>	<http://www.w3.org/2000/01/rdf-schema#label>	"carboxylic acid metabolic process"	
<http://purl.obolibrary.org/obo/GO_0043604>	<http://www.w3.org/2000/01/rdf-schema#label>	"amide biosynthetic process"	
<http://purl.obolibrary.org/obo/UBERON_0000105>	<http://www.w3.org/2000/01/rdf-schema#label>	"life cycle stage"	
<http://purl.obolibrary.org/obo/CL_0000255>	<http://www.w3.org/2000/01/rdf-schema#label>	"eukaryotic cell"	
<http://purl.obolibrary.org/obo/PATO_0070044>	<http://www.w3.org/2000/01/rdf-schema#label>	"anatomical structure quality"	
<http://purl.obolibrary.org/obo/GO_0051081>	<http://www.w3.org/2000/01/rdf-schema#label>	"nuclear membrane disassembly"	
<http://purl.obolibrary.org/obo/GO_0071944>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell periphery"	
<http://purl.obolibrary.org/obo/GO_0006415>	<http://www.w3.org/2000/01/rdf-schema#label>	"translational termination"	
<http://purl.obolibrary.org/obo/UBERON_0000061>	<http://www.w3.org/2000/01/rdf-schema#label>	"anatomical structure"	
<http://purl.obolibrary.org/obo/GO_0043933>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein-containing complex organization"	
